n,size,func,p,q,compression,compressed_size,ratio,time
128,131072,sin(55x)cos(55y),55,55,LZ4Frame,1343,0.01024627685546875,1.5627e-5
128,131072,sin(55x)cos(55y),55,55,Xz,832,0.00634765625,0.002943801
128,131072,sin(55x)cos(55y),55,55,Zlib,1457,0.01111602783203125,0.000434405
128,131072,sin(55x)cos(55y),55,55,Zstd,786,0.0059967041015625,9.4812e-5
256,524288,sin(55x)cos(55y),55,55,Bzip2,3312,0.006317138671875,0.097825456
256,524288,sin(55x)cos(55y),55,55,LZ4Fast,310249,0.5917530059814453,0.000757034
256,524288,sin(55x)cos(55y),55,55,LZ4Frame,8892,0.01696014404296875,5.4584e-5
256,524288,sin(55x)cos(55y),55,55,Xz,1520,0.002899169921875,0.008644681
256,524288,sin(55x)cos(55y),55,55,Zlib,4416,0.0084228515625,0.001618798
256,524288,sin(55x)cos(55y),55,55,Zstd,1616,0.003082275390625,0.000207209
512,2097152,sin(55x)cos(55y),55,55,Bzip2,21746,0.010369300842285156,0.59375943
512,2097152,sin(55x)cos(55y),55,55,LZ4Fast,1794358,0.855616569519043,0.002412721
512,2097152,sin(55x)cos(55y),55,55,LZ4Frame,96415,0.0459742546081543,0.000331731
512,2097152,sin(55x)cos(55y),55,55,Xz,2972,0.0014171600341796875,0.029743642
512,2097152,sin(55x)cos(55y),55,55,Zlib,15418,0.007351875305175781,0.006325342
512,2097152,sin(55x)cos(55y),55,55,Zstd,3513,0.0016751289367675781,0.000622726
1024,8388608,sin(55x)cos(55y),55,55,Bzip2,134830,0.016072988510131836,2.559143359
1024,8388608,sin(55x)cos(55y),55,55,LZ4Fast,7810383,0.9310702085494995,0.00815958
1024,8388608,sin(55x)cos(55y),55,55,LZ4Frame,527371,0.06286752223968506,0.001185607
1024,8388608,sin(55x)cos(55y),55,55,Xz,6212,0.0007405281066894531,0.113150468
1024,8388608,sin(55x)cos(55y),55,55,Zlib,59227,0.007060408592224121,0.025890873
1024,8388608,sin(55x)cos(55y),55,55,Zstd,7820,0.0009322166442871094,0.001631105
2048,33554432,sin(55x)cos(55y),55,55,Bzip2,920695,0.027438849210739136,10.789152719
2048,33554432,sin(55x)cos(55y),55,55,LZ4Fast,32504172,0.9686998128890991,0.054517442
2048,33554432,sin(55x)cos(55y),55,55,LZ4Frame,4249356,0.1266406774520874,0.139565027
2048,33554432,sin(55x)cos(55y),55,55,Xz,14504,0.0004322528839111328,0.442650065
2048,33554432,sin(55x)cos(55y),55,55,Zlib,240323,0.007162183523178101,0.106899878
2048,33554432,sin(55x)cos(55y),55,55,Zstd,17630,0.0005254149436950684,0.007191403
4096,134217728,sin(55x)cos(55y),55,55,Bzip2,6927406,0.05161319673061371,42.489820854
4096,134217728,sin(55x)cos(55y),55,55,LZ4Fast,132915504,0.9902976751327515,0.411946252
4096,134217728,sin(55x)cos(55y),55,55,LZ4Frame,33160940,0.24706825613975525,0.044369789
4096,134217728,sin(55x)cos(55y),55,55,Xz,38632,0.00028783082962036133,2.214526012
4096,134217728,sin(55x)cos(55y),55,55,Zlib,55777893,0.4155776873230934,1.783784937
4096,134217728,sin(55x)cos(55y),55,55,Zstd,54101,0.000403083860874176,0.022867998
16,2048,sin(60x)cos(60y),60,60,Bzip2,213,0.10400390625,0.000141869
16,2048,sin(60x)cos(60y),60,60,LZ4Fast,139,0.06787109375,6.506e-6
16,2048,sin(60x)cos(60y),60,60,LZ4Frame,137,0.06689453125,7.401e-6
16,2048,sin(60x)cos(60y),60,60,Xz,176,0.0859375,0.001270975
16,2048,sin(60x)cos(60y),60,60,Zlib,121,0.05908203125,3.5746e-5
16,2048,sin(60x)cos(60y),60,60,Zstd,115,0.05615234375,8.0464e-5
32,8192,sin(60x)cos(60y),60,60,Bzip2,431,0.0526123046875,0.000475508
32,8192,sin(60x)cos(60y),60,60,LZ4Fast,334,0.040771484375,8.444e-6
32,8192,sin(60x)cos(60y),60,60,LZ4Frame,255,0.0311279296875,5.939e-6
32,8192,sin(60x)cos(60y),60,60,Xz,292,0.03564453125,0.00174585
32,8192,sin(60x)cos(60y),60,60,Zlib,275,0.0335693359375,5.7599e-5
32,8192,sin(60x)cos(60y),60,60,Zstd,207,0.0252685546875,7.9198e-5
64,32768,sin(60x)cos(60y),60,60,Bzip2,942,0.02874755859375,0.004123754
64,32768,sin(60x)cos(60y),60,60,LZ4Fast,950,0.02899169921875,1.6113e-5
64,32768,sin(60x)cos(60y),60,60,LZ4Frame,559,0.017059326171875,1.7752e-5
64,32768,sin(60x)cos(60y),60,60,Xz,504,0.015380859375,0.002441529
64,32768,sin(60x)cos(60y),60,60,Zlib,596,0.0181884765625,0.000146558
64,32768,sin(60x)cos(60y),60,60,Zstd,404,0.0123291015625,0.000341292
128,131072,sin(60x)cos(60y),60,60,Bzip2,1709,0.01303863525390625,0.018264284
128,131072,sin(60x)cos(60y),60,60,LZ4Fast,2966,0.0226287841796875,4.8082e-5
128,131072,sin(60x)cos(60y),60,60,LZ4Frame,1350,0.0102996826171875,1.6336e-5
128,131072,sin(60x)cos(60y),60,60,Xz,840,0.00640869140625,0.002848752
128,131072,sin(60x)cos(60y),60,60,Zlib,1465,0.01117706298828125,0.000521847
128,131072,sin(60x)cos(60y),60,60,Zstd,789,0.00601959228515625,9.9072e-5
256,524288,sin(60x)cos(60y),60,60,Bzip2,3309,0.0063114166259765625,0.096993045
256,524288,sin(60x)cos(60y),60,60,LZ4Fast,304611,0.5809993743896484,0.00076233
256,524288,sin(60x)cos(60y),60,60,LZ4Frame,8856,0.0168914794921875,5.4292e-5
256,524288,sin(60x)cos(60y),60,60,Xz,1512,0.0028839111328125,0.008637885
256,524288,sin(60x)cos(60y),60,60,Zlib,4407,0.008405685424804688,0.001667451
256,524288,sin(60x)cos(60y),60,60,Zstd,1593,0.0030384063720703125,0.000206891
512,2097152,sin(60x)cos(60y),60,60,Bzip2,21656,0.010326385498046875,0.592892373
512,2097152,sin(60x)cos(60y),60,60,LZ4Fast,1795888,0.8563461303710938,0.00238813
512,2097152,sin(60x)cos(60y),60,60,LZ4Frame,95093,0.045343875885009766,0.000351792
512,2097152,sin(60x)cos(60y),60,60,Xz,2984,0.001422882080078125,0.029537271
512,2097152,sin(60x)cos(60y),60,60,Zlib,15426,0.007355690002441406,0.006427906
512,2097152,sin(60x)cos(60y),60,60,Zstd,3532,0.0016841888427734375,0.000890443
1024,8388608,sin(60x)cos(60y),60,60,Bzip2,135251,0.016123175621032715,2.558364899
1024,8388608,sin(60x)cos(60y),60,60,LZ4Fast,7787878,0.9283874034881592,0.008189271
1024,8388608,sin(60x)cos(60y),60,60,LZ4Frame,529164,0.06308126449584961,0.001263665
1024,8388608,sin(60x)cos(60y),60,60,Xz,6236,0.0007433891296386719,0.11166132
1024,8388608,sin(60x)cos(60y),60,60,Zlib,59249,0.007063031196594238,0.02610713
1024,8388608,sin(60x)cos(60y),60,60,Zstd,7841,0.0009347200393676758,0.001635427
2048,33554432,sin(60x)cos(60y),60,60,Bzip2,924771,0.027560323476791382,10.778069018
2048,33554432,sin(60x)cos(60y),60,60,LZ4Fast,32506216,0.9687607288360596,0.055166818
2048,33554432,sin(60x)cos(60y),60,60,LZ4Frame,4217356,0.12568700313568115,0.145644136
2048,33554432,sin(60x)cos(60y),60,60,Xz,14556,0.00043380260467529297,0.463696667
2048,33554432,sin(60x)cos(60y),60,60,Zlib,240362,0.007163345813751221,0.107262556
2048,33554432,sin(60x)cos(60y),60,60,Zstd,17662,0.0005263686180114746,0.007157867
4096,134217728,sin(60x)cos(60y),60,60,Bzip2,7046148,0.05249789357185364,42.606172009
4096,134217728,sin(60x)cos(60y),60,60,LZ4Fast,132895032,0.9901451468467712,0.411701236
4096,134217728,sin(60x)cos(60y),60,60,LZ4Frame,33959948,0.25302132964134216,0.044684116
4096,134217728,sin(60x)cos(60y),60,60,Xz,39016,0.0002906918525695801,2.256240571
4096,134217728,sin(60x)cos(60y),60,60,Zlib,56488133,0.4208693876862526,1.811827111
4096,134217728,sin(60x)cos(60y),60,60,Zstd,53766,0.00040058791637420654,0.022968874
16,2048,sin(65x)cos(65y),65,65,Bzip2,223,0.10888671875,0.000145269
16,2048,sin(65x)cos(65y),65,65,LZ4Fast,140,0.068359375,9.045e-6
16,2048,sin(65x)cos(65y),65,65,LZ4Frame,138,0.0673828125,6.765e-6
16,2048,sin(65x)cos(65y),65,65,Xz,180,0.087890625,0.00122919
16,2048,sin(65x)cos(65y),65,65,Zlib,127,0.06201171875,3.7791e-5
16,2048,sin(65x)cos(65y),65,65,Zstd,115,0.05615234375,8.2419e-5
32,8192,sin(65x)cos(65y),65,65,Bzip2,415,0.0506591796875,0.0004651
32,8192,sin(65x)cos(65y),65,65,LZ4Fast,330,0.040283203125,8.392e-6
32,8192,sin(65x)cos(65y),65,65,LZ4Frame,251,0.0306396484375,6.655e-6
32,8192,sin(65x)cos(65y),65,65,Xz,288,0.03515625,0.001760454
32,8192,sin(65x)cos(65y),65,65,Zlib,271,0.0330810546875,5.4067e-5
32,8192,sin(65x)cos(65y),65,65,Zstd,203,0.0247802734375,8.2067e-5
64,32768,sin(65x)cos(65y),65,65,Bzip2,895,0.027313232421875,0.004143286
64,32768,sin(65x)cos(65y),65,65,LZ4Fast,952,0.029052734375,1.7078e-5
64,32768,sin(65x)cos(65y),65,65,LZ4Frame,561,0.017120361328125,1.8553e-5
64,32768,sin(65x)cos(65y),65,65,Xz,500,0.0152587890625,0.002331534
64,32768,sin(65x)cos(65y),65,65,Zlib,592,0.01806640625,0.000147815
64,32768,sin(65x)cos(65y),65,65,Zstd,404,0.0123291015625,8.7351e-5
128,131072,sin(65x)cos(65y),65,65,Bzip2,1703,0.01299285888671875,0.018141296
128,131072,sin(65x)cos(65y),65,65,LZ4Fast,2961,0.02259063720703125,4.809e-5
128,131072,sin(65x)cos(65y),65,65,LZ4Frame,1345,0.01026153564453125,1.8209e-5
128,131072,sin(65x)cos(65y),65,65,Xz,840,0.00640869140625,0.00372251
128,131072,sin(65x)cos(65y),65,65,Zlib,1464,0.01116943359375,0.000425296
128,131072,sin(65x)cos(65y),65,65,Zstd,788,0.006011962890625,9.6426e-5
256,524288,sin(65x)cos(65y),65,65,Bzip2,3340,0.00637054443359375,0.093955196
256,524288,sin(65x)cos(65y),65,65,LZ4Fast,316571,0.6038112640380859,0.000773305
256,524288,sin(65x)cos(65y),65,65,LZ4Frame,8919,0.017011642456054688,5.0743e-5
256,524288,sin(65x)cos(65y),65,65,Xz,1520,0.002899169921875,0.009407588
256,524288,sin(65x)cos(65y),65,65,Zlib,4414,0.008419036865234375,0.001708354
256,524288,sin(65x)cos(65y),65,65,Zstd,1603,0.0030574798583984375,0.000190407
512,2097152,sin(65x)cos(65y),65,65,Bzip2,21822,0.010405540466308594,0.577725439
512,2097152,sin(65x)cos(65y),65,65,LZ4Fast,1790264,0.8536643981933594,0.00244064
512,2097152,sin(65x)cos(65y),65,65,LZ4Frame,94724,0.04516792297363281,0.000343732
512,2097152,sin(65x)cos(65y),65,65,Xz,2984,0.001422882080078125,0.029675185
512,2097152,sin(65x)cos(65y),65,65,Zlib,15431,0.007358074188232422,0.00634843
512,2097152,sin(65x)cos(65y),65,65,Zstd,3541,0.0016884803771972656,0.00059309
1024,8388608,sin(65x)cos(65y),65,65,Bzip2,134999,0.016093134880065918,2.557046357
1024,8388608,sin(65x)cos(65y),65,65,LZ4Fast,7829828,0.9333882331848145,0.007965499
1024,8388608,sin(65x)cos(65y),65,65,LZ4Frame,532107,0.06343209743499756,0.00119876
1024,8388608,sin(65x)cos(65y),65,65,Xz,6248,0.0007448196411132812,0.111588049
1024,8388608,sin(65x)cos(65y),65,65,Zlib,59259,0.007064223289489746,0.025659427
1024,8388608,sin(65x)cos(65y),65,65,Zstd,7851,0.0009359121322631836,0.001666653
2048,33554432,sin(65x)cos(65y),65,65,Bzip2,924727,0.027559012174606323,10.769836929
2048,33554432,sin(65x)cos(65y),65,65,LZ4Fast,32586093,0.9711412489414215,0.054612698
2048,33554432,sin(65x)cos(65y),65,65,LZ4Frame,4243468,0.12646520137786865,0.140495471
2048,33554432,sin(65x)cos(65y),65,65,Xz,14684,0.00043761730194091797,0.463336499
2048,33554432,sin(65x)cos(65y),65,65,Zlib,240377,0.007163792848587036,0.106186637
2048,33554432,sin(65x)cos(65y),65,65,Zstd,20501,0.0006109774112701416,0.006075829
4096,134217728,sin(65x)cos(65y),65,65,Bzip2,6961425,0.05186665803194046,42.584952072
4096,134217728,sin(65x)cos(65y),65,65,LZ4Fast,132952369,0.9905723407864571,0.409471531
4096,134217728,sin(65x)cos(65y),65,65,LZ4Frame,33914891,0.25268562883138657,0.043713819
4096,134217728,sin(65x)cos(65y),65,65,Xz,38936,0.00029009580612182617,2.272059055
4096,134217728,sin(65x)cos(65y),65,65,Zlib,56955831,0.4243540093302727,1.844137991
4096,134217728,sin(65x)cos(65y),65,65,Zstd,42542,0.0003169625997543335,0.027186564
16,2048,sin(70x)cos(70y),70,70,Bzip2,220,0.107421875,0.000148942
16,2048,sin(70x)cos(70y),70,70,LZ4Fast,142,0.0693359375,6.938e-6
16,2048,sin(70x)cos(70y),70,70,LZ4Frame,140,0.068359375,9.443e-6
16,2048,sin(70x)cos(70y),70,70,Xz,176,0.0859375,0.001737458
16,2048,sin(70x)cos(70y),70,70,Zlib,122,0.0595703125,3.8745e-5
16,2048,sin(70x)cos(70y),70,70,Zstd,111,0.05419921875,8.4162e-5
32,8192,sin(70x)cos(70y),70,70,Bzip2,432,0.052734375,0.000473196
32,8192,sin(70x)cos(70y),70,70,LZ4Fast,338,0.041259765625,9.493e-6
32,8192,sin(70x)cos(70y),70,70,LZ4Frame,259,0.0316162109375,6.009e-6
32,8192,sin(70x)cos(70y),70,70,Xz,296,0.0361328125,0.001603227
32,8192,sin(70x)cos(70y),70,70,Zlib,277,0.0338134765625,5.9916e-5
32,8192,sin(70x)cos(70y),70,70,Zstd,209,0.0255126953125,8.1209e-5
64,32768,sin(70x)cos(70y),70,70,Bzip2,901,0.027496337890625,0.004001772
64,32768,sin(70x)cos(70y),70,70,LZ4Fast,952,0.029052734375,1.6117e-5
64,32768,sin(70x)cos(70y),70,70,LZ4Frame,554,0.01690673828125,9.154e-6
64,32768,sin(70x)cos(70y),70,70,Xz,500,0.0152587890625,0.001920965
64,32768,sin(70x)cos(70y),70,70,Zlib,589,0.017974853515625,0.000151836
64,32768,sin(70x)cos(70y),70,70,Zstd,398,0.01214599609375,7.3445e-5
128,131072,sin(70x)cos(70y),70,70,Bzip2,1719,0.01311492919921875,0.018237766
128,131072,sin(70x)cos(70y),70,70,LZ4Fast,2972,0.022674560546875,5.0338e-5
128,131072,sin(70x)cos(70y),70,70,LZ4Frame,1359,0.01036834716796875,1.7729e-5
128,131072,sin(70x)cos(70y),70,70,Xz,840,0.00640869140625,0.002718345
128,131072,sin(70x)cos(70y),70,70,Zlib,1470,0.0112152099609375,0.000426625
128,131072,sin(70x)cos(70y),70,70,Zstd,800,0.006103515625,9.4553e-5
256,524288,sin(70x)cos(70y),70,70,Bzip2,3304,0.0063018798828125,0.095269785
256,524288,sin(70x)cos(70y),70,70,LZ4Fast,296458,0.5654487609863281,0.000759622
256,524288,sin(70x)cos(70y),70,70,LZ4Frame,8843,0.016866683959960938,5.0596e-5
256,524288,sin(70x)cos(70y),70,70,Xz,1536,0.0029296875,0.008581076
256,524288,sin(70x)cos(70y),70,70,Zlib,4409,0.008409500122070312,0.001601419
256,524288,sin(70x)cos(70y),70,70,Zstd,1590,0.003032684326171875,0.00020506
512,2097152,sin(70x)cos(70y),70,70,Bzip2,21719,0.010356426239013672,0.547414241
512,2097152,sin(70x)cos(70y),70,70,LZ4Fast,1801530,0.8590364456176758,0.002384406
512,2097152,sin(70x)cos(70y),70,70,LZ4Frame,95051,0.045323848724365234,0.000332547
512,2097152,sin(70x)cos(70y),70,70,Xz,2996,0.0014286041259765625,0.029415025
512,2097152,sin(70x)cos(70y),70,70,Zlib,15428,0.0073566436767578125,0.006367654
512,2097152,sin(70x)cos(70y),70,70,Zstd,3517,0.0016770362854003906,0.000585972
1024,8388608,sin(70x)cos(70y),70,70,Bzip2,134520,0.016036033630371094,2.557107692
1024,8388608,sin(70x)cos(70y),70,70,LZ4Fast,7848247,0.9355839490890503,0.008186715
1024,8388608,sin(70x)cos(70y),70,70,LZ4Frame,527052,0.06282949447631836,0.001133104
1024,8388608,sin(70x)cos(70y),70,70,Xz,5728,0.000682830810546875,0.111845505
1024,8388608,sin(70x)cos(70y),70,70,Zlib,59202,0.0070574283599853516,0.026205029
1024,8388608,sin(70x)cos(70y),70,70,Zstd,7765,0.0009256601333618164,0.001641657
2048,33554432,sin(70x)cos(70y),70,70,Bzip2,920490,0.027432739734649658,10.776825816
2048,33554432,sin(70x)cos(70y),70,70,LZ4Fast,32436602,0.9666860699653625,0.055661842
2048,33554432,sin(70x)cos(70y),70,70,LZ4Frame,4229387,0.12604555487632751,0.14650099
2048,33554432,sin(70x)cos(70y),70,70,Xz,14520,0.00043272972106933594,0.463309469
2048,33554432,sin(70x)cos(70y),70,70,Zlib,240357,0.007163196802139282,0.106268076
2048,33554432,sin(70x)cos(70y),70,70,Zstd,17626,0.0005252957344055176,0.007203587
4096,134217728,sin(70x)cos(70y),70,70,Bzip2,6972934,0.05195240676403046,42.580243079
4096,134217728,sin(70x)cos(70y),70,70,LZ4Fast,132919643,0.9903285130858421,0.412628916
4096,134217728,sin(70x)cos(70y),70,70,LZ4Frame,33897483,0.2525559291243553,0.045342868
4096,134217728,sin(70x)cos(70y),70,70,Xz,38716,0.00028845667839050293,2.260607764
4096,134217728,sin(70x)cos(70y),70,70,Zlib,56685255,0.4223380610346794,1.810100426
4096,134217728,sin(70x)cos(70y),70,70,Zstd,54073,0.00040287524461746216,0.023510882
16,2048,sin(75x)cos(75y),75,75,Bzip2,217,0.10595703125,0.000144723
16,2048,sin(75x)cos(75y),75,75,LZ4Fast,136,0.06640625,6.465e-6
16,2048,sin(75x)cos(75y),75,75,LZ4Frame,134,0.0654296875,8.231e-6
16,2048,sin(75x)cos(75y),75,75,Xz,180,0.087890625,0.001278521
16,2048,sin(75x)cos(75y),75,75,Zlib,123,0.06005859375,3.5866e-5
16,2048,sin(75x)cos(75y),75,75,Zstd,113,0.05517578125,8.2481e-5
32,8192,sin(75x)cos(75y),75,75,Bzip2,431,0.0526123046875,0.000480556
32,8192,sin(75x)cos(75y),75,75,LZ4Fast,338,0.041259765625,9.268e-6
32,8192,sin(75x)cos(75y),75,75,LZ4Frame,259,0.0316162109375,7.32e-6
32,8192,sin(75x)cos(75y),75,75,Xz,296,0.0361328125,0.001719107
32,8192,sin(75x)cos(75y),75,75,Zlib,278,0.033935546875,6.3132e-5
32,8192,sin(75x)cos(75y),75,75,Zstd,209,0.0255126953125,7.8686e-5
64,32768,sin(75x)cos(75y),75,75,Bzip2,908,0.0277099609375,0.004094468
64,32768,sin(75x)cos(75y),75,75,LZ4Fast,943,0.028778076171875,1.6011e-5
64,32768,sin(75x)cos(75y),75,75,LZ4Frame,552,0.016845703125,1.6125e-5
64,32768,sin(75x)cos(75y),75,75,Xz,500,0.0152587890625,0.002553681
64,32768,sin(75x)cos(75y),75,75,Zlib,586,0.01788330078125,0.000147921
64,32768,sin(75x)cos(75y),75,75,Zstd,394,0.01202392578125,0.000321836
128,131072,sin(75x)cos(75y),75,75,Bzip2,1723,0.01314544677734375,0.018276051
128,131072,sin(75x)cos(75y),75,75,LZ4Fast,2979,0.02272796630859375,4.7979e-5
128,131072,sin(75x)cos(75y),75,75,LZ4Frame,1361,0.01038360595703125,1.6927e-5
128,131072,sin(75x)cos(75y),75,75,Xz,844,0.006439208984375,0.002799605
128,131072,sin(75x)cos(75y),75,75,Zlib,1478,0.0112762451171875,0.000478913
128,131072,sin(75x)cos(75y),75,75,Zstd,808,0.00616455078125,9.8967e-5
256,524288,sin(75x)cos(75y),75,75,Bzip2,3297,0.0062885284423828125,0.102826988
256,524288,sin(75x)cos(75y),75,75,LZ4Fast,307679,0.5868511199951172,0.000753908
256,524288,sin(75x)cos(75y),75,75,LZ4Frame,8868,0.01691436767578125,5.3525e-5
256,524288,sin(75x)cos(75y),75,75,Xz,1540,0.00293731689453125,0.008828911
256,524288,sin(75x)cos(75y),75,75,Zlib,4408,0.0084075927734375,0.001602404
256,524288,sin(75x)cos(75y),75,75,Zstd,1602,0.003055572509765625,0.000207197
512,2097152,sin(75x)cos(75y),75,75,Bzip2,21695,0.010344982147216797,0.592095409
512,2097152,sin(75x)cos(75y),75,75,LZ4Fast,1780053,0.8487954139709473,0.002395609
512,2097152,sin(75x)cos(75y),75,75,LZ4Frame,93902,0.044775962829589844,0.000352714
512,2097152,sin(75x)cos(75y),75,75,Xz,3008,0.001434326171875,0.02991239
512,2097152,sin(75x)cos(75y),75,75,Zlib,15408,0.00734710693359375,0.006368657
512,2097152,sin(75x)cos(75y),75,75,Zstd,3507,0.0016722679138183594,0.000872856
1024,8388608,sin(75x)cos(75y),75,75,Bzip2,134769,0.01606571674346924,2.558052049
1024,8388608,sin(75x)cos(75y),75,75,LZ4Fast,7774561,0.9267998933792114,0.008224528
1024,8388608,sin(75x)cos(75y),75,75,LZ4Frame,526668,0.06278371810913086,0.00125715
1024,8388608,sin(75x)cos(75y),75,75,Xz,6224,0.0007419586181640625,0.113390556
1024,8388608,sin(75x)cos(75y),75,75,Zlib,59232,0.007061004638671875,0.025916548
1024,8388608,sin(75x)cos(75y),75,75,Zstd,7820,0.0009322166442871094,0.001644604
2048,33554432,sin(75x)cos(75y),75,75,Bzip2,923602,0.027525484561920166,10.771810963
2048,33554432,sin(75x)cos(75y),75,75,LZ4Fast,32467330,0.9676018357276917,0.055201456
2048,33554432,sin(75x)cos(75y),75,75,LZ4Frame,4221963,0.12582430243492126,0.141349164
2048,33554432,sin(75x)cos(75y),75,75,Xz,14588,0.0004347562789916992,0.466099221
2048,33554432,sin(75x)cos(75y),75,75,Zlib,240397,0.00716438889503479,0.108110043
2048,33554432,sin(75x)cos(75y),75,75,Zstd,20471,0.0006100833415985107,0.006027756
4096,134217728,sin(75x)cos(75y),75,75,Bzip2,6942855,0.051728300750255585,42.535050233
4096,134217728,sin(75x)cos(75y),75,75,LZ4Fast,132833619,0.9896875843405724,0.42016955
4096,134217728,sin(75x)cos(75y),75,75,LZ4Frame,33958923,0.2530136927962303,0.046512307
4096,134217728,sin(75x)cos(75y),75,75,Xz,38716,0.00028845667839050293,2.254151581
4096,134217728,sin(75x)cos(75y),75,75,Zlib,56670339,0.4222269281744957,1.858506123
4096,134217728,sin(75x)cos(75y),75,75,Zstd,53993,0.00040227919816970825,0.022601677
16,2048,sin(80x)cos(80y),80,80,Bzip2,222,0.1083984375,0.000147593
16,2048,sin(80x)cos(80y),80,80,LZ4Fast,138,0.0673828125,7.387e-6
16,2048,sin(80x)cos(80y),80,80,LZ4Frame,136,0.06640625,8.372e-6
16,2048,sin(80x)cos(80y),80,80,Xz,180,0.087890625,0.001271468
16,2048,sin(80x)cos(80y),80,80,Zlib,126,0.0615234375,3.5931e-5
16,2048,sin(80x)cos(80y),80,80,Zstd,115,0.05615234375,8.0985e-5
32,8192,sin(80x)cos(80y),80,80,Bzip2,445,0.0543212890625,0.000471211
32,8192,sin(80x)cos(80y),80,80,LZ4Fast,343,0.0418701171875,8.918e-6
32,8192,sin(80x)cos(80y),80,80,LZ4Frame,264,0.0322265625,6.647e-6
32,8192,sin(80x)cos(80y),80,80,Xz,296,0.0361328125,0.001734048
32,8192,sin(80x)cos(80y),80,80,Zlib,279,0.0340576171875,6.1282e-5
32,8192,sin(80x)cos(80y),80,80,Zstd,213,0.0260009765625,8.0064e-5
64,32768,sin(80x)cos(80y),80,80,Bzip2,925,0.028228759765625,0.004135799
64,32768,sin(80x)cos(80y),80,80,LZ4Fast,951,0.029022216796875,1.7066e-5
64,32768,sin(80x)cos(80y),80,80,LZ4Frame,553,0.016876220703125,1.8604e-5
64,32768,sin(80x)cos(80y),80,80,Xz,496,0.01513671875,0.002330722
64,32768,sin(80x)cos(80y),80,80,Zlib,589,0.017974853515625,0.000147925
64,32768,sin(80x)cos(80y),80,80,Zstd,396,0.0120849609375,0.000359119
128,131072,sin(80x)cos(80y),80,80,Bzip2,1732,0.013214111328125,0.018226266
128,131072,sin(80x)cos(80y),80,80,LZ4Fast,2974,0.0226898193359375,4.5603e-5
128,131072,sin(80x)cos(80y),80,80,LZ4Frame,1356,0.010345458984375,1.6167e-5
128,131072,sin(80x)cos(80y),80,80,Xz,848,0.0064697265625,0.002861607
128,131072,sin(80x)cos(80y),80,80,Zlib,1480,0.01129150390625,0.000443771
128,131072,sin(80x)cos(80y),80,80,Zstd,803,0.00612640380859375,9.428e-5
256,524288,sin(80x)cos(80y),80,80,Bzip2,3293,0.0062808990478515625,0.094163755
256,524288,sin(80x)cos(80y),80,80,LZ4Fast,302537,0.5770435333251953,0.000755553
256,524288,sin(80x)cos(80y),80,80,LZ4Frame,8848,0.016876220703125,5.4383e-5
256,524288,sin(80x)cos(80y),80,80,Xz,1512,0.0028839111328125,0.008670916
256,524288,sin(80x)cos(80y),80,80,Zlib,4398,0.008388519287109375,0.001617283
256,524288,sin(80x)cos(80y),80,80,Zstd,1567,0.0029888153076171875,0.000208477
512,2097152,sin(80x)cos(80y),80,80,Bzip2,21967,0.010474681854248047,0.591704169
512,2097152,sin(80x)cos(80y),80,80,LZ4Fast,1789266,0.8531885147094727,0.00242784
512,2097152,sin(80x)cos(80y),80,80,LZ4Frame,94764,0.04518699645996094,0.00036118
512,2097152,sin(80x)cos(80y),80,80,Xz,3000,0.001430511474609375,0.02978062
512,2097152,sin(80x)cos(80y),80,80,Zlib,15409,0.007347583770751953,0.006671027
512,2097152,sin(80x)cos(80y),80,80,Zstd,3512,0.001674652099609375,0.000877348
1024,8388608,sin(80x)cos(80y),80,80,Bzip2,134827,0.016072630882263184,2.5570463
1024,8388608,sin(80x)cos(80y),80,80,LZ4Fast,7785833,0.9281436204910278,0.008357688
1024,8388608,sin(80x)cos(80y),80,80,LZ4Frame,528971,0.06305825710296631,0.001207826
1024,8388608,sin(80x)cos(80y),80,80,Xz,6256,0.0007457733154296875,0.112423928
1024,8388608,sin(80x)cos(80y),80,80,Zlib,59242,0.007062196731567383,0.025966444
1024,8388608,sin(80x)cos(80y),80,80,Zstd,7778,0.0009272098541259766,0.00163126
2048,33554432,sin(80x)cos(80y),80,80,Bzip2,922293,0.027486473321914673,10.778514819
2048,33554432,sin(80x)cos(80y),80,80,LZ4Fast,32463228,0.9674795866012573,0.05486973
2048,33554432,sin(80x)cos(80y),80,80,LZ4Frame,4253197,0.12675514817237854,0.140328408
2048,33554432,sin(80x)cos(80y),80,80,Xz,14572,0.0004342794418334961,0.46488848
2048,33554432,sin(80x)cos(80y),80,80,Zlib,240384,0.00716400146484375,0.106551252
2048,33554432,sin(80x)cos(80y),80,80,Zstd,17634,0.0005255341529846191,0.007177818
4096,134217728,sin(80x)cos(80y),80,80,Bzip2,6960305,0.051858313381671906,42.611741081
4096,134217728,sin(80x)cos(80y),80,80,LZ4Fast,132776295,0.9892604872584343,0.41133223
4096,134217728,sin(80x)cos(80y),80,80,LZ4Frame,33884172,0.25245675444602966,0.043030121
4096,134217728,sin(80x)cos(80y),80,80,Xz,38616,0.00028771162033081055,2.251393822
4096,134217728,sin(80x)cos(80y),80,80,Zlib,56074347,0.41778644174337387,1.792675235
4096,134217728,sin(80x)cos(80y),80,80,Zstd,53562,0.0003990679979324341,0.022758268
16,2048,sin(85x)cos(85y),85,85,Bzip2,214,0.1044921875,0.000144455
16,2048,sin(85x)cos(85y),85,85,LZ4Fast,135,0.06591796875,6.668e-6
